Year,Country,Total,Coal,Oil,Gas,Cement,Flaring,Other
2001,United Kingdom,577.970573,153.533658,198.650759,210.160357,5.843838,6.49308,3.288881
2002,United Kingdom,560.2732,141.691083,196.130348,207.030373,5.988265,6.178655,3.254476
2003,United Kingdom,571.618782,153.102776,194.397355,208.462265,5.867549,5.56312,4.225717
2004,United Kingdom,573.429762,147.662298,197.952289,211.734175,5.97663,5.618775,4.485595
2005,United Kingdom,570.33837,148.032654,200.447656,205.437837,5.941163,5.991193,4.487867
2006,United Kingdom,567.845659,160.843769,197.183104,194.12641,5.89278,5.271742,4.527855
2007,United Kingdom,559.566476,150.843509,196.16027,196.519574,6.117015,5.417125,4.508983
2008,United Kingdom,544.932405,139.219107,188.799534,202.654948,5.204877,4.749941,4.303998
2009,United Kingdom,494.107701,113.823148,180.26388,188.07048,3.721209,4.880534,3.34845
2010,United Kingdom,511.904582,118.030363,179.84842,201.927123,3.79201,4.737995,3.568671
2011,United Kingdom,469.713315,117.149672,172.059735,168.235546,4.096816,4.453032,3.718514
2012,United Kingdom,487.476776,148.005461,170.288365,158.2399,3.723954,3.645807,3.573288
2013,United Kingdom,477.611268,142.456568,165.756488,157.622225,4.02911,4.215954,3.530924
2014,United Kingdom,438.807081,115.433547,166.510706,144.492208,4.214814,4.436023,3.719782
2015,United Kingdom,422.460794,91.548016,170.772559,147.8994,4.393361,4.641191,3.206267
2016,United Kingdom,399.430131,47.824616,173.93028,165.742039,4.553321,4.5586,2.821275
2017,United Kingdom,387.367141,39.128801,174.850612,161.697365,4.40979,4.301261,2.979312
2018,United Kingdom,379.729755,33.280249,173.087118,161.485261,4.363948,4.476409,3.036771
2019,United Kingdom,364.753306,24.512705,168.995529,159.320842,4.448499,4.28319,3.192541
2020,United Kingdom,326.263199,22.809405,143.980921,149.420095,3.899688,3.442599,2.710492
2021,United Kingdom,346.773181,23.689725,154.11081,158.864022,3.899688,3.473844,2.735092
1950,USA,2541.485265,1257.231984,896.80064,319.218672,20.124553,43.121616,4.9878
1951,USA,2618.711623,1211.598563,960.661843,376.209056,22.040595,42.700316,5.50125
1952,USA,2551.219405,1074.173334,1000.966719,402.786604,22.255513,45.682686,5.35455
1953,USA,2612.97111,1065.955029,1050.078939,423.341629,23.520854,43.619859,6.4548
1954,USA,2489.462061,913.446192,1063.212192,443.999856,24.130537,38.951984,5.7213
1955,USA,2728.511904,1026.22183,1147.903433,479.189557,26.583754,41.64508,6.96825
1956,USA,2859.994777,1068.35782,1203.786762,505.88913,28.39027,46.529196,7.0416
1957,USA,2835.772132,1024.080672,1193.661584,540.645184,27.00551,43.557632,6.82155
1958,USA,2747.107657,888.344128,1220.046048,570.700976,27.757921,34.097184,6.1614
1959,USA,2831.923117,910.977838,1258.457393,593.209698,30.233983,30.755656,8.28855
1960,USA,2897.31526,917.963904,1281.63056,630.0248,28.79811,30.315936,8.58195
1961,USA,2886.8727,887.442784,1297.316144,636.414816,28.698812,28.198144,8.802
1962,USA,2993.902031,920.81816,1334.747568,676.367072,29.878497,22.921984,9.16875
1963,USA,3126.48747,987.00832,1359.256064,718.45544,31.435142,20.650304,9.6822
1964,USA,3264.313805,1049.17659,1393.919074,759.071735,33.025685,18.411621,10.7091
1965,USA,3399.546756,1090.618912,1464.691328,782.604752,33.29474,17.187824,11.1492
1966,USA,3571.421314,1132.718272,1529.661376,842.20704,34.572618,20.232608,12.0294
1967,USA,3705.460953,1163.048864,1589.194048,881.2836,33.593927,26.384464,11.95605
1968,USA,3840.919556,1139.602928,1689.422768,936.360848,35.319774,27.817088,12.39615
1969,USA,4035.14534,1157.999872,1781.627328,1018.082704,35.696994,28.315392,13.42305
1970,USA,4339.686007,1168.090528,2038.08168,1059.211104,34.924149,26.248896,13.12965
1971,USA,4365.465254,1107.406428,2097.304811,1096.927397,35.509772,15.260547,13.0563
1972,USA,4573.015379,1124.840672,2269.173824,1115.673344,36.523491,13.307648,13.4964
1973,USA,4785.048993,1220.645,2325.358,1174.859,36.917057,13.186736,14.0832
1974,USA,4621.045771,1199.284,2227.464,1134.215,36.806315,8.899856,14.3766
1975,USA,4478.225949,1195.032,2190.352,1042.504,30.463225,7.111824,12.7629
1976,USA,4747.762413,1281.173,2350.579,1062.805,32.370021,7.338992,13.4964
1977,USA,4889.607301,1315.721,2478.311,1041.058,33.978903,7.262048,13.27635
1978,USA,4941.361664,1314.183,2524.642,1045.228,35.61582,8.123094,13.56975
1979,USA,5008.578779,1427.458,2441.892,1080.485,35.940399,8.86688,13.9365
1980,USA,4808.520356,1453.794,2244.444,1058.054,32.921692,6.690464,12.6162
1981,USA,4686.369198,1502.932,2101.611,1032.089,31.962156,5.232192,12.54285
1982,USA,4447.255938,1449.085,1994.45,960.901,28.44077,4.990368,9.3888
1983,USA,4429.374051,1504.796,1978.053,901.094,30.439505,5.089296,9.90225
1984,USA,4662.141491,1616.103,2034.52,962.252,32.914975,5.789115,10.5624
1985,USA,4652.579989,1655.025,2023.815,926.516,31.708005,5.100284,10.4157
1986,USA,4663.369645,1635.733,2112.065,867.866,32.853615,5.24318,9.60885
1987,USA,4825.650651,1709.484,2143.098,922.972,32.975761,6.63184,10.48905
1988,USA,5050.475381,1792.727,2241.115,964.373,33.248027,7.643104,11.36925
1989,USA,5132.134279,1813.144,2239.733,1026.955,33.264207,7.595472,11.4426
1990,USA,5122.496248,1815.064425,2179.491846,1023.458015,33.484143,46.106714,24.891105
1991,USA,5064.987175,1797.788993,2121.764756,1043.025858,32.736467,45.336438,24.334664
1992,USA,5175.219975,1817.520294,2174.649644,1080.669786,32.992976,45.220964,24.16631
1993,USA,5274.36263,1879.878271,2182.044987,1109.642667,34.837973,44.423178,23.535554
1994,USA,5365.578825,1894.595547,2227.476052,1137.471221,36.310432,45.023609,24.701964
1995,USA,5427.798477,1914.163944,2218.736507,1186.695895,37.075279,43.485382,27.641469
1996,USA,5616.430864,1994.60743,2306.560227,1206.789637,37.308895,42.202622,28.962053
1997,USA,5691.864597,2040.030153,2327.345506,1214.479169,38.560746,42.480701,28.968322
1998,USA,5737.12937,2064.125452,2371.81586,1191.601288,39.460871,40.203757,29.922142
1999,USA,5810.331395,2065.357732,2435.456973,1199.103307,40.238725,40.05441,30.120247
2000,USA,6016.350574,2165.606328,2489.787517,1252.332071,41.445309,40.23101,26.948338
2001,USA,5911.988517,2100.69389,2503.543873,1199.432628,41.613367,40.141729,26.563029
2002,USA,5952.698581,2105.588304,2497.583755,1239.006806,43.163872,40.468162,26.887682
2003,USA,6015.804219,2145.491263,2559.10883,1201.862436,43.349101,40.226767,25.765823
2004,USA,6117.962686,2166.10556,2632.290252,1205.237349,45.885581,40.78553,27.658414
2005,USA,6137.603445,2189.646259,2644.236598,1187.618743,46.194121,41.114875,28.792849
2006,USA,6057.163161,2153.509929,2610.822803,1173.784429,46.850744,41.744603,30.450653
2007,USA,6135.287208,2176.462796,2593.582204,1248.121541,45.508881,42.228077,29.383709
2008,USA,5918.868654,2136.484804,2415.427499,1253.226709,41.415652,43.850344,28.463646
2009,USA,5482.977899,1872.668065,2280.456426,1231.750925,29.614644,42.834867,25.65297
2010,USA,5681.392035,1982.983381,2300.353344,1290.5145,31.449235,45.238782,30.852794
2011,USA,5546.628958,1872.951133,2251.761189,1310.473931,32.208358,49.585065,29.649282
2012,USA,5345.454261,1658.503321,2195.781516,1372.082466,35.270345,53.093643,30.722971
2013,USA,5480.926097,1720.268523,2224.219492,1410.366932,36.369227,58.840147,30.861776
2014,USA,5528.871276,1710.368415,2247.447818,1435.02015,39.439018,64.171159,32.424716
2015,USA,5376.577933,1479.001098,2285.320769,1475.99299,39.907292,65.110473,31.245311
2016,USA,5251.757629,1347.797519,2299.606916,1481.713018,39.439018,54.557104,28.644054
2017,USA,5210.957584,1308.479533,2314.675386,1460.391796,40.323535,59.245489,27.841845
2018,USA,5376.657233,1256.201494,2365.28348,1618.720337,38.970745,72.786925,24.694251
2019,USA,5259.143836,1070.723931,2358.831137,1673.9991,40.895869,88.383147,26.310652
2020,USA,4715.691109,878.972885,2049.3365,1653.677852,40.687747,67.684371,25.331754
2021,USA,5007.335889,1002.299987,2233.77818,1637.038462,41.203135,67.684371,25.331754
1990,Global,22757.480501,8688.659628,9249.362779,3833.133407,493.854338,267.85899,224.611359
1991,Global,23244.805747,8604.035333,9723.429325,3909.677268,507.750603,282.964847,216.948371
1992,Global,22580.023401,8399.00635,9226.138958,3958.119661,528.94207,250.482285,217.334077
1993,Global,22812.899822,8500.946752,9232.77287,4067.061088,551.511948,244.055629,216.551533
1994,Global,22969.498357,8548.628481,9265.657084,4102.083232,588.46061,248.053732,216.615219
1995,Global,23458.713064,8793.982796,9363.845279,4209.967591,622.442515,244.935059,223.539824
1996,Global,24159.382272,9015.793678,9643.208497,4395.991935,635.312359,247.174959,221.900844
1997,Global,24302.583028,8967.539839,9786.860718,4412.47776,661.232452,250.793765,223.678493
1998,Global,24213.260513,8725.98477,9883.466872,4484.475325,658.611266,240.252432,220.469848
1999,Global,24732.388369,8855.187209,10112.427162,4621.802576,691.010495,232.748259,219.212667
2000,Global,25453.622139,9203.117603,10302.090594,4731.291034,721.927315,278.928472,216.267121
2001,Global,25668.048326,9255.256797,10390.668975,4773.584851,754.331663,281.128017,213.078023
2002,Global,26281.037468,9678.959137,10385.86418,4905.85364,796.052479,298.553835,215.754196
2003,Global,27651.596453,10518.463642,10679.654448,5081.468111,852.252693,299.375515,220.382043
2004,Global,28636.695037,10871.584335,11042.504634,5257.190057,910.566319,323.802545,231.047147
2005,Global,29614.602256,11543.334878,11139.399176,5380.665522,964.306101,345.09423,241.80235
2006,Global,30593.116788,12188.840276,11246.32155,5506.809201,1051.668722,346.860142,252.616896
2007,Global,31506.7892,12776.360246,11283.665343,5694.133805,1129.389392,363.985324,259.25509
2008,Global,32085.836322,13192.796643,11251.325081,5864.291234,1143.738362,374.074157,259.610844
2009,Global,31564.030692,13016.427997,10996.948677,5751.954007,1175.729621,379.401924,243.568467
2010,Global,33364.346496,13926.620921,11359.882721,6195.343757,1254.87809,381.650481,245.970526
2011,Global,34487.011618,14737.125795,11388.085507,6366.902202,1349.799508,370.279857,274.81875
2012,Global,35006.267581,14922.759403,11541.707139,6500.593776,1384.570572,380.351189,276.285502
2013,Global,35319.201624,15024.486027,11626.445964,6542.527061,1444.086043,387.535385,294.121144
2014,Global,35577.534774,15051.51277,11678.782147,6654.555376,1499.912273,387.901908,304.870299
2015,Global,35558.565735,14710.087469,11929.665762,6788.073864,1444.435868,383.533695,302.769077
2016,Global,35524.193212,14360.605245,12023.83328,6973.648992,1487.616801,378.385157,300.103737
2017,Global,36096.739276,14506.973805,12242.627935,7144.928128,1507.923185,391.992176,302.294047
2018,Global,36826.5066,14746.830688,12266.016285,7529.846784,1569.218392,412.115746,302.478706
2019,Global,37082.558969,14725.978025,12345.653374,7647.52822,1617.506786,439.253991,306.638573
2020,Global,35264.085734,14174.56401,11191.808551,7556.290283,1637.537532,407.583673,296.301685
2021,Global,37123.850352,14979.598083,11837.159116,7921.829472,1672.592372,416.525563,296.145746
