Year,Country,Total,Coal,Oil,Gas,Cement,Flaring,Other
1997,Romania,117.96281,36.999107,40.010753,35.92482,3.004937,1.068657,0.954535
1998,Romania,104.398871,31.031154,34.294587,33.579132,2.915946,1.449456,1.128595
1999,Romania,88.357129,25.417517,27.512696,30.50162,2.644772,1.297546,0.982978
2000,Romania,92.668296,28.864063,28.214697,30.946934,2.65596,0.947427,1.039215
2001,Romania,98.150928,31.046363,32.972433,29.629863,2.768364,0.54924,1.184666
2002,Romania,98.356844,32.00623,30.861979,30.971147,2.642094,0.727342,1.148052
2003,Romania,102.844232,34.889629,29.46376,33.766402,2.650044,0.903872,1.170525
2004,Romania,102.109621,34.631497,30.38041,31.964646,2.99209,0.892852,1.248126
2005,Romania,100.241794,34.4209,29.88505,30.537296,3.174808,1.142686,1.081054
2006,Romania,103.180297,37.060428,28.383535,31.406264,3.65557,1.441323,1.233177
2007,Romania,107.886681,40.941285,29.82,30.721112,4.053975,0.843701,1.506608
2008,Romania,105.851799,39.565137,28.94968,31.130563,4.142664,0.681804,1.381952
2009,Romania,87.002447,31.592474,25.595529,25.237256,3.093074,0.466921,1.017193
2010,Romania,84.632654,28.527538,24.192712,27.503575,2.777893,0.542761,1.088175
2011,Romania,91.754477,33.28569,25.239043,28.386938,3.088841,0.64472,1.109245
2012,Romania,90.239246,30.679977,26.344168,28.172993,3.15025,0.844676,1.047182
2013,Romania,78.929516,24.662333,24.581253,25.140401,2.694533,0.840191,1.010806
2014,Romania,78.453481,24.429036,25.221774,24.069464,2.943946,0.547703,1.241558
2015,Romania,77.996265,24.681829,24.569336,23.467765,3.337467,0.784386,1.155481
2016,Romania,77.011532,21.990651,26.422873,23.366268,3.181003,0.834752,1.215986
2017,Romania,80.042942,21.839268,28.420121,24.39213,3.310254,0.775684,1.305486
2018,Romania,80.516214,20.694593,28.730236,25.411728,3.504827,0.86052,1.31431
2019,Romania,77.030616,18.309118,29.697703,23.158258,3.828019,0.86164,1.175876
2020,Romania,74.138009,14.234452,29.22042,25.117993,3.901027,0.793885,0.870231
2021,Romania,79.32686,16.450983,31.801002,25.509732,3.901027,0.793885,0.870231
1990,Russia,2534.86506,753.267502,888.018985,787.971744,34.609276,33.221968,37.775584
1991,Russia,2405.531915,704.590959,844.241487,754.748709,32.836858,33.629087,35.484815
1992,Russia,1965.610204,521.106988,585.184698,774.149795,26.717383,27.375474,31.075866
1993,Russia,1865.939469,507.105084,509.802863,781.479886,21.994949,22.062712,23.493975
1994,Russia,1646.941737,454.251346,406.64783,732.784626,16.475445,18.666652,18.115838
1995,Russia,1618.95117,478.570264,386.640727,699.429401,16.646415,19.977326,17.687037
1996,Russia,1586.172896,477.10443,361.18774,699.631315,12.723154,20.154373,15.371884
1997,Russia,1481.61877,411.674444,352.804307,669.081408,12.272913,21.842953,13.942745
1998,Russia,1464.542998,400.158472,345.452646,673.280615,11.922667,21.848656,11.879941
1999,Russia,1493.155061,406.785689,350.222172,686.404648,13.172502,23.633466,12.936585
2000,Russia,1478.184753,426.448116,317.318002,681.432377,15.112577,23.763752,14.109928
2001,Russia,1514.713521,444.960912,323.090661,693.013366,15.862541,24.348308,13.437733
2002,Russia,1505.520171,423.511292,314.440788,702.371736,17.116161,34.81633,13.263863
2003,Russia,1535.293112,425.152049,308.253748,734.919231,18.666297,34.542749,13.759038
2004,Russia,1541.753926,415.369819,308.719743,742.806465,20.915348,39.637562,14.304989
2005,Russia,1559.08276,416.42276,319.019961,745.182869,22.25603,41.53049,14.67065
2006,Russia,1618.246151,435.960375,334.100059,765.525718,24.544564,42.156652,15.958783
2007,Russia,1618.586183,420.965154,324.906344,777.797181,27.644836,50.867634,16.405034
2008,Russia,1646.969024,449.909183,342.160792,778.187257,23.625365,36.624806,16.461621
2009,Russia,1539.305658,416.977556,321.193282,730.871779,19.746372,38.288005,12.228664
2010,Russia,1626.187553,416.736508,331.844462,792.563304,22.722614,47.870329,14.450336
2011,Russia,1679.278427,427.83812,344.117271,815.661184,25.128527,51.56128,14.972045
2012,Russia,1694.576422,442.749707,351.771385,804.975624,26.331668,52.927716,15.820322
2013,Russia,1632.716418,405.262664,354.646137,780.453844,27.28146,48.827699,16.244614
2014,Russia,1631.662227,394.094994,383.204615,772.753422,26.453326,38.466103,16.689767
2015,Russia,1629.713151,414.059434,405.864558,736.697972,23.171307,33.022514,16.897365
2016,Russia,1624.756335,402.192494,400.367433,749.788229,20.432102,36.218172,15.757905
2017,Russia,1654.154022,384.724075,413.496784,777.235876,20.512221,41.926176,16.25889
2018,Russia,1700.45284,396.392489,391.516179,825.415088,20.090711,49.437808,17.600565
2019,Russia,1692.363414,390.365017,398.417081,803.863171,20.306193,62.654678,16.757274
2020,Russia,1624.221431,366.758617,380.833317,780.781499,20.580721,58.921786,16.345492
2021,Russia,1755.54739,380.227147,403.080393,875.051751,21.920821,58.921786,16.345492
1990,Slovakia,61.470187,33.628729,12.81812,12.239404,1.464497,0.024183,1.295254
1991,Slovakia,53.283798,28.893412,10.459332,11.940535,1.038046,0.02479,0.927683
1992,Slovakia,48.884203,25.886478,8.905916,12.021816,1.306854,0.025294,0.737845
1993,Slovakia,46.348516,24.710446,8.202645,11.554061,1.02875,0.024124,0.82849
1994,Slovakia,43.754326,22.224739,8.349145,11.204342,1.115125,0.02513,0.835845
1995,Slovakia,44.142329,21.392125,8.215242,12.399601,1.154633,0.026412,0.954316
1996,Slovakia,44.023477,20.777708,8.140132,13.03488,1.100406,0.02722,0.943131
1997,Slovakia,44.095513,20.524983,8.127883,13.289181,1.214669,0.027456,0.911342
1998,Slovakia,43.824664,19.199303,8.079048,13.660349,1.822399,0.027148,1.036415
1999,Slovakia,43.035493,18.411846,7.821296,13.86841,1.827388,0.027399,1.079154
2000,Slovakia,41.135935,17.767685,7.425486,13.653135,1.190452,0.025183,1.073994
2001,Slovakia,43.220929,18.386205,8.031961,14.410537,1.209315,0.025041,1.157869
2002,Slovakia,41.960933,17.99483,8.047044,13.514282,1.16524,0.025336,1.214201
2003,Slovakia,42.293771,18.933751,8.133139,13.144154,0.921647,0.026315,1.134766
2004,Slovakia,42.780235,18.991205,8.365272,12.906505,1.216842,0.026128,1.274284
2005,Slovakia,42.788856,17.752234,9.323907,13.147241,1.256398,0.023239,1.285836
2006,Slovakia,42.552108,18.761906,8.928727,12.239938,1.389148,0.020046,1.212343
2007,Slovakia,40.968268,17.560756,9.297181,11.382871,1.484933,0.018565,1.223961
2008,Slovakia,41.359045,17.059462,9.628433,11.772301,1.603859,0.020863,1.274127
2009,Slovakia,37.622061,16.026508,9.004032,10.409862,1.21315,0.022556,0.945953
2010,Slovakia,38.403931,16.050049,9.333886,11.049382,0.859919,0.021204,1.089492
2011,Slovakia,37.984837,16.303342,8.862554,10.424417,1.261791,0.020042,1.112692
2012,Slovakia,35.910395,14.579966,9.122447,10.060666,1.095925,0.019023,1.032368
2013,Slovakia,35.565563,14.276064,8.991892,10.235812,1.13527,0.019616,0.906909
2014,Slovakia,33.656215,14.08355,8.866419,8.485533,1.26676,0.02767,0.926283
2015,Slovakia,34.468229,13.918411,9.651327,8.713932,1.30857,0.020785,0.855204
2016,Slovakia,34.912876,13.828549,10.024989,8.849289,1.340952,0.019828,0.849269
2017,Slovakia,36.112652,14.284374,10.13604,9.389796,1.367054,0.022694,0.912695
2018,Slovakia,36.102971,14.206341,10.23418,9.358968,1.346682,0.01973,0.93707
2019,Slovakia,33.776188,11.778465,10.319318,9.369659,1.404269,0.01908,0.885396
2020,Slovakia,31.094728,9.955995,9.610438,9.287948,1.443145,0.013168,0.784032
2021,Slovakia,35.308218,12.579047,10.094408,10.394417,1.443145,0.013168,0.784032
1990,Slovenia,15.094849,7.127529,5.384762,1.739789,0.470454,0.100819,0.271496
1991,Slovenia,13.974238,6.359532,5.121905,1.76785,0.41674,0.093018,0.215194
1992,Slovenia,13.88342,6.818207,4.908832,1.47784,0.384853,0.120024,0.173664
1993,Slovenia,14.247177,6.293279,5.907301,1.476789,0.28868,0.107873,0.173253
1994,Slovenia,14.636503,5.965098,6.473041,1.519088,0.382652,0.103696,0.192928
1995,Slovenia,15.35418,6.070313,7.058082,1.531938,0.406124,0.118293,0.16943
1996,Slovenia,15.999325,5.590628,8.068234,1.634098,0.436074,0.115323,0.154967
1997,Slovenia,16.50685,6.021695,8.197661,1.566635,0.441487,0.12321,0.156163
1998,Slovenia,16.038877,6.180707,7.50059,1.627367,0.460135,0.116258,0.153821
1999,Slovenia,15.41235,5.562565,7.446393,1.669466,0.464529,0.117263,0.152133
2000,Slovenia,15.05369,5.819048,6.79214,1.704946,0.490674,0.117595,0.129287
2001,Slovenia,16.302567,6.487862,7.285781,1.750189,0.504962,0.134937,0.138837
2002,Slovenia,16.564489,6.897399,7.235614,1.713865,0.443472,0.1438,0.130338
2003,Slovenia,16.271331,6.484226,7.157733,1.884429,0.451411,0.158469,0.135063
2004,Slovenia,16.704502,6.685963,7.354102,1.898189,0.473211,0.161019,0.132018
2005,Slovenia,16.932322,6.649171,7.536339,1.927768,0.486733,0.165555,0.166756
2006,Slovenia,17.178324,6.696687,7.708163,1.902045,0.511557,0.179962,0.17991
2007,Slovenia,17.342812,6.94125,7.607026,1.885773,0.542903,0.186811,0.179048
2008,Slovenia,18.278409,6.679762,8.783996,1.87762,0.593026,0.171671,0.172334
2009,Slovenia,16.204024,6.141165,7.570724,1.785153,0.421515,0.173348,0.112119
2010,Slovenia,16.459522,6.28357,7.623803,1.881926,0.358349,0.174098,0.137775
2011,Slovenia,16.358579,6.326528,7.655853,1.750606,0.305827,0.186618,0.133147
2012,Slovenia,15.760511,5.992192,7.461839,1.684006,0.31582,0.189898,0.116757
2013,Slovenia,15.133322,5.740609,7.102744,1.642544,0.391087,0.154708,0.101629
2014,Slovenia,13.56817,4.505375,6.946662,1.488253,0.41828,0.110616,0.098983
2015,Slovenia,13.653307,4.615338,6.874236,1.578428,0.367208,0.116882,0.101214
2016,Slovenia,14.464584,4.963894,7.240179,1.683866,0.34372,0.12983,0.103096
2017,Slovenia,14.622025,4.906708,7.310981,1.753276,0.410234,0.139165,0.101662
2018,Slovenia,14.526712,4.792092,7.326315,1.720399,0.450078,0.130953,0.106875
2019,Slovenia,14.048142,4.530459,7.056562,1.753026,0.477618,0.124603,0.105873
2020,Slovenia,12.866237,4.392651,6.019196,1.749733,0.474881,0.125095,0.104681
2021,Slovenia,12.54933,3.614252,6.3875,1.842921,0.474881,0.125095,0.104681
1990,Spain,231.328439,79.876376,122.327018,12.076059,12.279006,1.768993,3.000987
1991,Spain,241.074298,82.396347,128.803076,13.475624,11.700779,1.753761,2.944711
1992,Spain,249.939228,85.649652,134.553241,14.585486,10.438315,1.854891,2.857643
1993,Spain,241.298918,82.449019,130.04177,14.184076,9.913558,1.838398,2.872097
1994,Spain,253.803789,82.940908,138.906152,15.228302,11.498993,2.089437,3.139996
1995,Spain,267.577468,85.879299,145.250782,18.895139,12.364557,1.863344,3.324347
1996,Spain,255.04906,72.659255,143.823659,21.306301,12.114612,1.794349,3.350885
1997,Spain,267.589849,75.331434,146.687953,27.506457,12.751534,1.815074,3.497397
1998,Spain,276.184605,73.455559,154.789802,28.480628,13.808942,1.94209,3.707584
1999,Spain,299.72214,83.53114,163.294663,32.520403,14.431604,1.993692,3.950638
2000,Spain,311.674624,88.321494,165.052201,37.172468,14.727624,2.132561,4.268277
2001,Spain,313.620597,81.098083,171.189678,39.990182,15.014369,2.037955,4.29033
2002,Spain,333.730307,90.916846,175.679221,45.048964,15.530168,2.068617,4.486492
2003,Spain,338.04587,84.293098,179.938233,51.303426,16.037506,1.900389,4.573219
2004,Spain,354.827957,87.367004,185.389258,58.762093,16.292143,2.233623,4.783836
2005,Spain,370.065779,87.765558,189.451699,68.937969,16.791774,2.296656,4.822123
2006,Spain,361.12033,77.952428,184.882685,74.038402,16.744749,2.416184,5.085883
2007,Spain,368.985581,84.629074,184.494471,75.655576,16.82391,2.565329,4.817222
2008,Spain,337.182422,59.334167,174.472981,82.552072,14.389498,2.304122,4.129581
2009,Spain,297.7478,45.080875,162.251827,73.709926,11.401951,2.256497,3.046724
2010,Spain,284.282684,36.352366,157.646533,73.658981,11.197403,2.279813,3.14759
2011,Spain,285.132255,54.21535,147.313722,68.060346,9.522689,2.739058,3.281089
2012,Spain,279.384956,63.252868,135.963781,65.115347,8.754204,3.379174,2.919581
2013,Spain,253.102713,49.190519,130.466471,59.096933,7.642356,3.834517,2.871917
2014,Spain,255.4591,54.142112,131.138517,54.292446,8.896821,4.064612,2.924593
2015,Spain,272.16466,61.840899,137.710148,56.649537,9.216019,3.706671,3.041386
2016,Spain,261.227657,45.677289,141.796009,57.702443,9.413649,3.763629,2.874637
2017,Spain,275.053205,53.592704,142.571508,62.580146,9.448701,3.823099,3.037047
2018,Spain,270.052271,48.066131,143.531398,61.902589,9.667446,3.793986,3.090723
2019,Spain,251.825149,23.622477,141.220887,71.252814,9.064168,3.644884,3.019919
2020,Spain,213.339721,14.300041,120.283595,64.320816,8.191764,3.558305,2.685201
2021,Spain,233.649543,18.575481,133.112623,67.109056,8.608877,3.558305,2.685201
1990,Sweden,57.58009,11.76066,42.020658,1.616644,1.271954,0.336225,0.57395
1991,Sweden,57.950551,11.84504,42.404064,1.743957,1.137052,0.283735,0.536703
1992,Sweden,57.6889,11.107189,42.684496,2.022703,1.089036,0.311279,0.474197
1993,Sweden,57.725985,11.051815,42.629929,2.09287,1.092101,0.344695,0.514574
1994,Sweden,60.186577,11.24324,44.867568,2.058762,1.109469,0.295118,0.61242
1995,Sweden,59.605074,11.239415,44.07451,2.093721,1.2962,0.336777,0.56445
1996,Sweden,63.521837,12.410754,46.718489,2.258479,1.224911,0.321985,0.58722
1997,Sweden,58.425368,10.804571,43.268231,2.288827,1.105406,0.357825,0.600509
1998,Sweden,58.893226,11.126235,43.347666,2.26482,1.133438,0.365024,0.656043
1999,Sweden,56.031844,10.052946,41.606654,2.194564,1.139193,0.375162,0.663324
2000,Sweden,54.890663,10.118513,40.3545,2.116386,1.287709,0.374345,0.639212
2001,Sweden,55.821961,10.957757,40.10533,2.436099,1.331587,0.372661,0.618526
2002,Sweden,56.791591,11.435414,40.544885,2.482448,1.280327,0.367806,0.680712
2003,Sweden,57.371496,11.563022,41.237655,2.303516,1.206008,0.395722,0.665572
2004,Sweden,56.682884,11.829304,40.284295,2.238209,1.284427,0.386938,0.659711
2005,Sweden,54.066087,10.959664,38.771372,1.907414,1.315105,0.36416,0.748371
2006,Sweden,53.885099,10.707015,38.165905,2.08537,1.44226,0.811787,0.672762
2007,Sweden,53.151971,10.801239,37.221166,2.19445,1.339477,0.848032,0.747607
2008,Sweden,51.070465,10.367231,35.822766,1.920966,1.396012,0.861414,0.702075
2009,Sweden,47.421459,7.390039,34.842107,2.513168,1.263165,0.864407,0.548572
2010,Sweden,53.287345,10.342355,36.625935,3.469161,1.32368,0.825341,0.700873
2011,Sweden,49.405178,9.496558,34.260014,2.755166,1.361026,0.833585,0.69883
2012,Sweden,46.918582,8.666913,32.877225,2.391374,1.479022,0.838308,0.665739
2013,Sweden,45.351341,8.743297,31.477772,2.369466,1.402117,0.69892,0.659769
2014,Sweden,43.477929,8.115844,30.553853,2.062101,1.399259,0.772619,0.574253
2015,Sweden,43.741733,8.152132,30.67535,1.974905,1.536918,0.821793,0.580635
2016,Sweden,43.415985,8.00221,30.369447,2.266186,1.553613,0.639619,0.584911
2017,Sweden,42.704238,8.473792,29.50231,1.816615,1.484312,0.800675,0.626533
2018,Sweden,42.094909,8.046477,29.172925,1.89366,1.607177,0.825032,0.549638
2019,Sweden,40.982492,8.092101,28.705403,1.777568,1.349386,0.536187,0.521847
2020,Sweden,36.515101,6.662655,26.157097,1.446498,1.272062,0.444958,0.531832
2021,Sweden,35.848949,5.553458,26.562522,1.484117,1.272062,0.444958,0.531832
1990,Switzerland,44.159882,1.466628,35.94588,3.878273,2.580789,0.026342,0.261969
1991,Switzerland,46.133385,1.211279,38.046137,4.33456,2.248477,0.039182,0.253751
1992,Switzerland,46.016512,0.89649,38.181343,4.544877,2.107596,0.036222,0.249984
1993,Switzerland,43.61187,0.76348,35.887402,4.75685,1.913097,0.039901,0.25114
1994,Switzerland,42.676629,0.778221,34.821074,4.683868,2.109604,0.040821,0.243041
1995,Switzerland,43.419264,0.797068,35.208555,5.144292,1.98939,0.038926,0.241031
1996,Switzerland,44.107436,0.5755,35.878412,5.585884,1.790952,0.044463,0.232224
1997,Switzerland,43.047483,0.499929,35.270188,5.404134,1.606953,0.041654,0.224626
1998,Switzerland,44.622854,0.439439,36.741925,5.567089,1.607489,0.042367,0.224546
1999,Switzerland,44.445646,0.453229,36.341156,5.776442,1.605863,0.042555,0.226401
2000,Switzerland,43.622369,0.644585,35.224161,5.758819,1.724933,0.038867,0.231004
2001,Switzerland,45.077498,0.653786,36.396544,5.997844,1.757878,0.041187,0.23026
2002,Switzerland,43.463863,0.594316,35.02401,5.894647,1.690594,0.041173,0.219122
2003,Switzerland,44.647716,0.601893,35.903454,6.230164,1.653784,0.038876,0.219545
2004,Switzerland,45.238267,0.587733,36.169794,6.442417,1.752232,0.043641,0.24245
2005,Switzerland,45.778558,0.633297,36.373682,6.611807,1.847456,0.057521,0.254795
2006,Switzerland,45.373349,0.679503,36.112618,6.4381,1.852745,0.044924,0.245458
2007,Switzerland,43.368761,0.740519,34.179567,6.275114,1.885012,0.04241,0.246139
2008,Switzerland,44.710572,0.680894,35.214949,6.681261,1.857862,0.044314,0.231292
2009,Switzerland,43.538552,0.636285,34.413778,6.402575,1.848138,0.043516,0.194259
2010,Switzerland,45.045709,0.648868,35.019859,7.158874,1.954967,0.045505,0.217636
2011,Switzerland,40.985233,0.608218,31.821324,6.362988,1.925347,0.056276,0.211079
2012,Switzerland,42.253032,0.558185,32.671386,6.958713,1.807619,0.047083,0.210046
2013,Switzerland,43.187726,0.584808,33.22782,7.314027,1.832896,0.037864,0.190311
2014,Switzerland,39.233632,0.603413,30.165786,6.355482,1.879666,0.03341,0.195875
2015,Switzerland,38.73182,0.562525,29.467247,6.779945,1.714787,0.027534,0.179783
2016,Switzerland,39.185341,0.528458,29.556995,7.127107,1.768989,0.028309,0.175483
2017,Switzerland,38.178641,0.506227,28.619567,7.086324,1.759823,0.031167,0.175533
2018,Switzerland,36.873818,0.478956,27.769712,6.685115,1.738398,0.02789,0.173746
2019,Switzerland,36.733064,0.4316,27.489291,6.878903,1.732205,0.033352,0.167712
2020,Switzerland,34.240967,0.414396,25.309228,6.649167,1.679247,0.026395,0.162533
2021,Switzerland,34.931692,0.413264,25.420495,7.229757,1.679247,0.026395,0.162533
1990,Taiwan,124.079,41.347693,68.74184,3.405467,9.093,0.0,1.491
1991,Taiwan,133.597,45.104553,71.912409,5.882038,9.535,0.0,1.163
1992,Taiwan,142.182,52.0452,72.19755,6.08525,10.333,0.0,1.521
1993,Taiwan,153.801,57.34617,76.763626,5.813204,11.676,0.0,2.202
1994,Taiwan,161.168,60.375289,79.801871,7.73184,11.129,0.0,2.13
1995,Taiwan,168.88,62.408164,85.366666,8.33917,10.93,0.0,1.836
1996,Taiwan,176.787,70.490312,84.898264,8.753424,10.611,0.0,2.034
1997,Taiwan,190.548,80.45954,86.67584,10.01962,10.644,0.0,2.749
1998,Taiwan,200.163,86.090528,90.00078,12.506691,9.975,0.0,1.59
1999,Taiwan,207.799,88.139032,96.37182,12.543149,9.262,0.0,1.483
2000,Taiwan,226.983,110.498053,92.872804,13.126143,8.824,0.0,1.662
2001,Taiwan,229.927,116.06341,89.094886,14.794704,9.086,0.0,0.888
2002,Taiwan,237.65,124.946838,85.595619,16.458543,9.774,0.0,0.875
2003,Taiwan,248.401,135.085759,85.745482,17.299759,9.313,0.0,0.957
2004,Taiwan,257.883,140.475294,86.564227,20.152479,9.546,0.0,1.145
2005,Taiwan,266.46,144.322558,89.840423,21.040018,9.977,0.0,1.28
2006,Taiwan,276.159,152.156979,90.824855,22.164166,9.812,0.0,1.201
2007,Taiwan,279.8,161.342046,84.600078,23.488875,9.484,0.0,0.885
2008,Taiwan,266.595,155.266155,76.77483,25.265015,8.504,0.0,0.785
2009,Taiwan,252.505,146.863275,72.695894,24.47783,7.865,0.0,0.603
2010,Taiwan,270.148,157.439274,73.381644,30.711082,8.105,0.0,0.511
2011,Taiwan,276.283,161.151572,71.558723,33.995705,8.512,0.0,1.065
2012,Taiwan,272.756,158.753577,68.582846,36.01384,7.996,0.072737,1.337
2013,Taiwan,273.797,160.773247,67.527239,35.561571,8.03,0.067943,1.837
2014,Taiwan,276.311,161.784932,68.155507,37.589789,7.088,0.052772,1.64
2015,Taiwan,275.836,159.319575,67.293964,40.831404,6.313,0.047056,2.031
2016,Taiwan,279.705,159.482334,70.804947,42.259937,5.395,0.049782,1.713
2017,Taiwan,284.821,162.617632,69.449059,46.447752,5.357,0.044556,0.905
2018,Taiwan,282.843,158.806565,68.992914,48.583011,5.378,0.057509,1.025
2019,Taiwan,273.515,154.560547,65.470555,46.949905,5.508,0.032994,0.993
2020,Taiwan,264.267187,144.262502,62.887735,50.229238,5.759784,0.134928,0.993
2021,Taiwan,282.856073,154.887128,65.905433,55.085732,5.849852,0.134928,0.993
1990,Turkey,151.664532,70.253618,60.119759,7.647166,10.444545,0.220204,2.97924
1991,Turkey,158.140727,75.004297,58.78872,9.144502,12.020777,0.263369,2.919062
1992,Turkey,164.061435,75.076803,63.245765,9.926127,13.265446,0.253511,2.293782
1993,Turkey,171.133724,70.561063,73.135905,11.087509,13.048641,0.23092,3.069685
1994,Turkey,167.560891,68.580373,70.629986,11.348134,13.493191,0.218891,3.290317
1995,Turkey,181.481826,71.225461,78.056489,14.441191,14.1327,0.209114,3.416871
1996,Turkey,199.582745,82.630186,82.120018,16.820226,14.661749,0.20841,3.142156
1997,Turkey,212.037409,90.478652,81.899002,20.788173,15.104551,0.206479,3.560553
1998,Turkey,212.069926,93.991506,77.470876,21.657847,15.292272,0.194117,3.463309
1999,Turkey,207.857771,84.235883,78.8762,26.71769,14.589779,0.178279,3.25994
2000,Turkey,229.858207,98.54021,82.614217,30.118235,15.183734,0.167848,3.233962
2001,Turkey,213.483471,84.503189,78.144672,32.578484,15.08693,0.154674,3.015522
2002,Turkey,221.148221,87.242425,80.255168,34.765864,15.513293,0.148241,3.22323
2003,Turkey,236.68329,91.995901,81.859311,43.192863,16.021781,0.145183,3.468251
2004,Turkey,244.688735,93.373452,85.842936,44.367638,17.207184,0.140202,3.757324
2005,Turkey,264.768615,102.075519,84.446305,54.858681,19.117008,0.141602,4.1295
2006,Turkey,282.266691,111.574507,83.084477,62.166116,20.840535,0.135104,4.465953
2007,Turkey,313.578157,126.043835,87.865782,72.005242,22.779557,0.1329,4.750842
2008,Turkey,310.532303,122.868262,86.880178,71.54828,24.849844,0.134862,4.250876
2009,Turkey,316.319322,130.356214,83.740047,71.360086,27.039663,0.138216,3.685096
2010,Turkey,316.036475,129.615895,80.522863,71.654614,29.977052,0.156157,4.109894
2011,Turkey,341.862344,135.242109,84.197192,86.04764,31.454101,0.150521,4.770781
2012,Turkey,355.88264,141.610862,89.7275,87.093543,31.371621,0.143695,5.93542
2013,Turkey,347.152667,125.421586,94.356791,86.692258,33.913065,0.145537,6.623431
2014,Turkey,363.866339,130.304991,98.997707,93.536739,34.498393,0.145487,6.383022
2015,Turkey,384.330489,138.794158,108.642691,96.437587,34.440797,0.154593,5.860662
2016,Turkey,405.304505,151.631064,117.84743,91.851895,37.527871,0.157941,6.288304
2017,Turkey,430.220402,157.937686,120.765446,104.889667,39.468752,0.157038,7.001813
2018,Turkey,422.568908,163.038903,117.667026,95.48168,39.413498,0.174472,6.793328
2019,Turkey,401.719742,164.971991,114.860007,83.140939,32.348743,0.182841,6.215221
2020,Turkey,413.433085,158.630595,115.280894,92.216937,40.812754,0.195236,6.29667
2021,Turkey,446.204185,162.562331,118.359993,114.395247,44.394708,0.195236,6.29667
1990,Ukraine,705.830043,263.167837,205.686945,215.794074,9.400942,3.482547,8.297699
1991,Ukraine,632.536676,222.622055,167.044496,224.497146,8.918123,3.06495,6.389906
1992,Ukraine,589.060298,245.344358,129.120155,196.908094,8.678928,2.70882,6.299943
1993,Ukraine,510.199583,235.88025,94.48236,165.746122,6.397554,2.437464,5.255832
1994,Ukraine,419.266344,185.817331,77.579633,144.080882,4.990997,2.277195,4.520307
1995,Ukraine,389.864657,174.092628,72.310265,133.840798,3.407574,2.226079,3.987313
1996,Ukraine,351.408793,146.215128,60.778836,137.538522,2.160781,2.230974,2.484552
1997,Ukraine,340.242725,154.304812,49.46754,129.447343,2.415373,2.212018,2.395639
1998,Ukraine,328.576744,123.078693,42.553,155.690451,2.787527,2.191255,2.275817
1999,Ukraine,298.178287,123.71406,37.528394,129.966353,2.534926,2.144612,2.289942
2000,Ukraine,285.321939,122.877677,31.612266,123.973075,2.261373,2.146593,2.450956
2001,Ukraine,303.561756,131.830648,33.996185,130.104068,2.47466,2.191337,2.964858
2002,Ukraine,295.673973,136.227958,35.368304,116.057539,2.817473,2.178162,3.024538
2003,Ukraine,306.998709,132.443748,37.249329,128.058238,3.612127,2.37868,3.256587
2004,Ukraine,310.270626,135.323432,36.468809,128.054363,4.26407,2.572759,3.587193
2005,Ukraine,313.066891,135.905504,36.258852,129.900203,4.785321,2.471856,3.745155
2006,Ukraine,332.613143,154.04048,40.507856,126.290064,5.484277,2.489549,3.800917
2007,Ukraine,336.351221,161.469339,43.120235,118.976501,6.16417,2.618059,4.002916
2008,Ukraine,325.536205,154.64005,43.890576,114.356227,6.293777,2.696205,3.65937
2009,Ukraine,277.296698,136.610696,42.693086,89.68226,2.590089,2.646577,3.07399
2010,Ukraine,294.110664,145.421089,39.840513,100.188028,2.881962,2.617715,3.161356
2011,Ukraine,307.956066,153.85344,39.774144,103.812444,3.901123,2.678687,3.936228
2012,Ukraine,303.976228,158.98139,38.465388,96.823063,3.281461,2.548714,3.876211
2013,Ukraine,297.251191,160.185132,37.340292,90.249973,3.396788,2.529373,3.549634
2014,Ukraine,257.510818,138.372745,35.34076,75.134189,3.299186,2.493745,2.870192
2015,Ukraine,223.824094,119.392944,30.48936,65.547238,3.27752,2.382325,2.734706
2016,Ukraine,234.008459,126.828013,34.123592,64.148539,3.622848,2.372986,2.91248
2017,Ukraine,223.087077,112.586372,35.342176,66.655074,3.543391,2.303937,2.656127
2018,Ukraine,231.674691,120.544058,35.214604,66.991888,3.71873,2.399314,2.806096
2019,Ukraine,222.056698,114.045427,38.480585,60.538273,3.947163,2.355091,2.690159
2020,Ukraine,206.941159,102.148412,34.914376,60.774426,4.026967,2.303971,2.773007
2021,Ukraine,201.857716,101.829705,36.453332,54.076202,4.421499,2.303971,2.773007
1990,United Kingdom,601.945078,252.689667,217.799809,113.517625,7.295263,6.78708,3.855634
1991,United Kingdom,609.412673,253.622509,218.39034,121.693416,5.994176,6.260327,3.451905
1992,United Kingdom,593.845922,237.74694,218.44676,122.295506,5.456386,6.444191,3.45614
1993,United Kingdom,579.612537,207.685853,219.163179,137.590681,5.524922,6.635621,3.01228
1994,United Kingdom,574.01689,195.375628,215.736312,145.455289,6.36781,7.425508,3.656342
1995,United Kingdom,566.158959,181.699266,211.595054,154.253805,6.284903,8.341181,3.984749
1996,United Kingdom,586.760676,173.071522,216.892453,177.542516,6.416449,8.706841,4.130894
1997,United Kingdom,562.708106,154.728657,207.743352,182.886752,6.710493,7.210749,3.428103
1998,United Kingdom,568.543698,154.087839,204.933885,191.361381,6.838169,7.448362,3.87406
1999,United Kingdom,561.649574,138.3134,201.66302,205.231254,6.530861,6.170552,3.740487
2000,United Kingdom,569.033716,144.44308,198.237954,210.131006,6.331884,6.446023,3.443769
